"Notes"	"Census Region"	"Census Region Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Hypovolaemic shock"	"R57.1"	"2015"	"2015"	20	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Hypovolaemic shock"	"R57.1"	"2016"	"2016"	26	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Hypovolaemic shock"	"R57.1"	"2017"	"2017"	29	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Hypovolaemic shock"	"R57.1"	"2018"	"2018"	28	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Other shock"	"R57.8"	"2014"	"2014"	35	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Other shock"	"R57.8"	"2015"	"2015"	46	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Other shock"	"R57.8"	"2016"	"2016"	47	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Other shock"	"R57.8"	"2017"	"2017"	73	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Other shock"	"R57.8"	"2018"	"2018"	84	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Shock, unspecified"	"R57.9"	"2014"	"2014"	129	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Shock, unspecified"	"R57.9"	"2015"	"2015"	143	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Shock, unspecified"	"R57.9"	"2016"	"2016"	141	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Shock, unspecified"	"R57.9"	"2017"	"2017"	140	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Shock, unspecified"	"R57.9"	"2018"	"2018"	190	124753948	0.2
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage, not elsewhere classified"	"R58"	"2014"	"2014"	188	119771934	0.2
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage, not elsewhere classified"	"R58"	"2015"	"2015"	169	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage, not elsewhere classified"	"R58"	"2016"	"2016"	212	122319574	0.2
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage, not elsewhere classified"	"R58"	"2017"	"2017"	222	123658624	0.2
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage, not elsewhere classified"	"R58"	"2018"	"2018"	217	124753948	0.2
	"Census Region 3: South"	"CENS-R3"	"Other lack of expected normal physiological development"	"R62.8"	"2014"	"2014"	1566	119771934	1.3
	"Census Region 3: South"	"CENS-R3"	"Other lack of expected normal physiological development"	"R62.8"	"2015"	"2015"	1233	121182847	1.0
	"Census Region 3: South"	"CENS-R3"	"Other lack of expected normal physiological development"	"R62.8"	"2016"	"2016"	1116	122319574	0.9
	"Census Region 3: South"	"CENS-R3"	"Other lack of expected normal physiological development"	"R62.8"	"2017"	"2017"	1107	123658624	0.9
	"Census Region 3: South"	"CENS-R3"	"Other lack of expected normal physiological development"	"R62.8"	"2018"	"2018"	1016	124753948	0.8
	"Census Region 3: South"	"CENS-R3"	"Anorexia"	"R63.0"	"2014"	"2014"	37	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Anorexia"	"R63.0"	"2015"	"2015"	40	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Anorexia"	"R63.0"	"2016"	"2016"	43	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Anorexia"	"R63.0"	"2017"	"2017"	57	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Anorexia"	"R63.0"	"2018"	"2018"	56	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Abnormal weight loss"	"R63.4"	"2014"	"2014"	19	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Abnormal weight loss"	"R63.4"	"2015"	"2015"	19	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Abnormal weight loss"	"R63.4"	"2016"	"2016"	22	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Abnormal weight loss"	"R63.4"	"2017"	"2017"	37	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Abnormal weight loss"	"R63.4"	"2018"	"2018"	40	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Cachexia"	"R64"	"2014"	"2014"	54	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Cachexia"	"R64"	"2015"	"2015"	70	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Cachexia"	"R64"	"2016"	"2016"	65	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Cachexia"	"R64"	"2017"	"2017"	49	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Cachexia"	"R64"	"2018"	"2018"	48	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified general symptoms and signs"	"R68.8"	"2014"	"2014"	813	119771934	0.7
	"Census Region 3: South"	"CENS-R3"	"Other specified general symptoms and signs"	"R68.8"	"2015"	"2015"	706	121182847	0.6
	"Census Region 3: South"	"CENS-R3"	"Other specified general symptoms and signs"	"R68.8"	"2016"	"2016"	805	122319574	0.7
	"Census Region 3: South"	"CENS-R3"	"Other specified general symptoms and signs"	"R68.8"	"2017"	"2017"	774	123658624	0.6
	"Census Region 3: South"	"CENS-R3"	"Other specified general symptoms and signs"	"R68.8"	"2018"	"2018"	748	124753948	0.6
	"Census Region 3: South"	"CENS-R3"	"Hyperglycaemia, unspecified"	"R73.9"	"2014"	"2014"	10	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Hyperglycaemia, unspecified"	"R73.9"	"2016"	"2016"	12	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Abnormal findings on diagnostic imaging of lung"	"R91"	"2014"	"2014"	133	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Abnormal findings on diagnostic imaging of lung"	"R91"	"2015"	"2015"	120	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Abnormal findings on diagnostic imaging of lung"	"R91"	"2016"	"2016"	148	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Abnormal findings on diagnostic imaging of lung"	"R91"	"2017"	"2017"	157	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Abnormal findings on diagnostic imaging of lung"	"R91"	"2018"	"2018"	172	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Sudden infant death syndrome - SIDS"	"R95"	"2014"	"2014"	829	119771934	0.7
	"Census Region 3: South"	"CENS-R3"	"Sudden infant death syndrome - SIDS"	"R95"	"2015"	"2015"	839	121182847	0.7
	"Census Region 3: South"	"CENS-R3"	"Sudden infant death syndrome - SIDS"	"R95"	"2016"	"2016"	784	122319574	0.6
	"Census Region 3: South"	"CENS-R3"	"Sudden infant death syndrome - SIDS"	"R95"	"2017"	"2017"	686	123658624	0.6
	"Census Region 3: South"	"CENS-R3"	"Sudden infant death syndrome - SIDS"	"R95"	"2018"	"2018"	679	124753948	0.5
	"Census Region 3: South"	"CENS-R3"	"Instantaneous death"	"R96.0"	"2014"	"2014"	98	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Instantaneous death"	"R96.0"	"2015"	"2015"	88	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Instantaneous death"	"R96.0"	"2016"	"2016"	74	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Instantaneous death"	"R96.0"	"2017"	"2017"	63	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Instantaneous death"	"R96.0"	"2018"	"2018"	63	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Unattended death"	"R98"	"2016"	"2016"	13	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Unattended death"	"R98"	"2017"	"2017"	12	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other ill-defined and unspecified causes of mortality"	"R99"	"2014"	"2014"	4476	119771934	3.7
	"Census Region 3: South"	"CENS-R3"	"Other ill-defined and unspecified causes of mortality"	"R99"	"2015"	"2015"	4684	121182847	3.9
	"Census Region 3: South"	"CENS-R3"	"Other ill-defined and unspecified causes of mortality"	"R99"	"2016"	"2016"	4850	122319574	4.0
	"Census Region 3: South"	"CENS-R3"	"Other ill-defined and unspecified causes of mortality"	"R99"	"2017"	"2017"	4800	123658624	3.9
	"Census Region 3: South"	"CENS-R3"	"Other ill-defined and unspecified causes of mortality"	"R99"	"2018"	"2018"	4703	124753948	3.8
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	"2014"	"2014"	14	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	"2015"	"2015"	16	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	"2016"	"2016"	14	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	"2017"	"2017"	14	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	"2018"	"2018"	20	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	"2014"	"2014"	90	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	"2015"	"2015"	71	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	"2016"	"2016"	81	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	"2017"	"2017"	96	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	"2018"	"2018"	88	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	"2014"	"2014"	705	119771934	0.6
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	"2015"	"2015"	771	121182847	0.6
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	"2016"	"2016"	1001	122319574	0.8
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	"2017"	"2017"	1104	123658624	0.9
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	"2018"	"2018"	1184	124753948	0.9
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"2014"	"2014"	34	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"2015"	"2015"	21	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"2016"	"2016"	28	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"2017"	"2017"	31	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"2018"	"2018"	26	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"2014"	"2014"	62	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"2015"	"2015"	67	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"2016"	"2016"	62	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"2017"	"2017"	94	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"2018"	"2018"	94	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"2014"	"2014"	20	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"2016"	"2016"	17	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"2017"	"2017"	10	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"2018"	"2018"	17	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"2014"	"2014"	138	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"2015"	"2015"	152	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"2016"	"2016"	127	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"2017"	"2017"	133	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"2018"	"2018"	129	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"2014"	"2014"	144	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"2015"	"2015"	116	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"2016"	"2016"	123	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"2017"	"2017"	81	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"2018"	"2018"	87	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"2014"	"2014"	14	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"2015"	"2015"	17	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"2018"	"2018"	14	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"2014"	"2014"	1503	119771934	1.3
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"2015"	"2015"	1664	121182847	1.4
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"2016"	"2016"	1750	122319574	1.4
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"2017"	"2017"	1654	123658624	1.3
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"2018"	"2018"	1690	124753948	1.4
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified transport accident"	"V09.9"	"2015"	"2015"	11	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified transport accident"	"V09.9"	"2016"	"2016"	12	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified transport accident"	"V09.9"	"2017"	"2017"	14	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedestrian injured in unspecified transport accident"	"V09.9"	"2018"	"2018"	28	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"2014"	"2014"	59	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"2015"	"2015"	56	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"2016"	"2016"	61	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"2017"	"2017"	64	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"2018"	"2018"	66	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"2014"	"2014"	54	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"2015"	"2015"	58	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"2016"	"2016"	59	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"2017"	"2017"	55	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"2018"	"2018"	57	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"2015"	"2015"	10	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"2016"	"2016"	11	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"2017"	"2017"	19	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"2018"	"2018"	10	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"2014"	"2014"	17	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"2015"	"2015"	18	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"2016"	"2016"	17	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"2017"	"2017"	11	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"2018"	"2018"	18	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"2014"	"2014"	67	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"2015"	"2015"	88	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"2016"	"2016"	92	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"2017"	"2017"	133	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"2018"	"2018"	115	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"2014"	"2014"	49	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"2015"	"2015"	79	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"2016"	"2016"	62	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"2017"	"2017"	22	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"2018"	"2018"	54	124753948	0.0
